K,Points:0,Points:1,Points:2,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.0036994,1.0271,0.5,6.2666,-0.077524,-0.014079,1.0827,1.0271,0.5,6.2666,0.0035412,3.92E-05,0.00022978,0.0017195,-0.00079719,0.0021381,,0.102476454,0.006365097
0.003793,1.0353,0.5,6.2666,-0.077004,-0.014531,1.08,1.0353,0.5,6.2666,0.0036286,-1.91E-05,8.48E-05,0.0017239,-0.00072986,0.0022336,,0.105069252,0.002347645
0.0039199,1.0436,0.5,6.2666,-0.076114,-0.014319,1.0777,1.0436,0.5,6.2666,0.0037116,-8.74E-05,-4.24E-05,0.0017472,-0.00066822,0.0023811,,0.108584488,-0.001175402
0.0040418,1.0518,0.5,6.2666,-0.074911,-0.013624,1.0757,1.0518,0.5,6.2666,0.0037947,-0.0001339,-0.00013912,0.001742,-0.00062765,0.0025468,,0.111961219,-0.00385374
0.0041261,1.0601,0.5,6.2666,-0.073425,-0.012657,1.0737,1.0601,0.5,6.2666,0.003873,-0.00013599,-0.00019766,0.0016778,-0.00062364,0.0027015,,0.114296399,-0.005475346
0.0041766,1.0684,0.5,6.2666,-0.071733,-0.011339,1.0719,1.0684,0.5,6.2666,0.0039318,-9.65E-05,-0.00023169,0.0015909,-0.00064927,0.0028305,,0.115695291,-0.006418006
0.0041931,1.0766,0.5,6.2666,-0.069965,-0.0099167,1.0707,1.0766,0.5,6.2666,0.003965,-2.14E-05,-0.00025773,0.0015311,-0.00067842,0.00289,,0.116152355,-0.007139335
0.004208,1.0849,0.5,6.2666,-0.068296,-0.0083373,1.0703,1.0849,0.5,6.2666,0.0039763,8.58E-05,-0.00028186,0.0015109,-0.00071926,0.0029288,,0.116565097,-0.007807756
0.004239,1.0931,0.5,6.2666,-0.06677,-0.0066185,1.0702,1.0931,0.5,6.2666,0.0039643,0.00021615,-0.00030776,0.001533,-0.00077354,0.0029806,,0.117423823,-0.008525208
0.0042553,1.1014,0.5,6.2666,-0.065462,-0.0049414,1.071,1.1014,0.5,6.2666,0.0039257,0.00035058,-0.00033333,0.0015817,-0.00082444,0.0030033,,0.117875346,-0.009233518
