K,X,Y,Z,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.010008,0.6277,0.5,8.7909,0.017374,-0.02254,1.0572,0.6277,0.5,8.7909,0.0053181,0.00086982,9.70E-06,0.0056588,-0.0023599,0.0090391,,0.277229917,0.000268698
0.010579,0.63738,0.5,8.7909,0.018921,-0.024989,1.058,0.63738,0.5,8.7909,0.0057308,0.001011,-0.00015884,0.0060063,-0.0021233,0.0094216,,0.293047091,-0.0044
0.011176,0.64661,0.5,8.7909,0.019863,-0.025825,1.0579,0.64661,0.5,8.7909,0.0061875,0.0010486,-0.00020368,0.0062169,-0.0020383,0.0099477,,0.309584488,-0.005642105
0.011664,0.65542,0.5,8.7909,0.020324,-0.026293,1.0575,0.65542,0.5,8.7909,0.006705,0.0011685,-0.00018527,0.0062211,-0.0021831,0.010401,,0.323102493,-0.005132133
0.012043,0.66381,0.5,8.7909,0.020584,-0.026812,1.0584,0.66381,0.5,8.7909,0.0072751,0.0013622,-0.0001691,0.0062558,-0.0023119,0.010556,,0.333601108,-0.004684211
0.012255,0.67207,0.5,8.7909,0.020848,-0.026688,1.0591,0.67207,0.5,8.7909,0.0078356,0.0014694,-6.76E-05,0.0062992,-0.0022425,0.010376,,0.339473684,-0.001872576
0.012468,0.68032,0.5,8.7909,0.021188,-0.026163,1.0586,0.68032,0.5,8.7909,0.0083765,0.0015352,0.00015618,0.0062953,-0.0021458,0.010264,,0.345373961,0.004326316
0.012872,0.68858,0.5,8.7909,0.021675,-0.026076,1.0572,0.68858,0.5,8.7909,0.0088759,0.0016432,0.00042748,0.0063577,-0.002044,0.01051,,0.356565097,0.011841551
0.013352,0.69683,0.5,8.7909,0.022229,-0.026287,1.0551,0.69683,0.5,8.7909,0.0093057,0.001801,0.00061304,0.0065397,-0.0017891,0.010859,,0.369861496,0.016981717
0.013831,0.70509,0.5,8.7909,0.022651,-0.026362,1.0536,0.70509,0.5,8.7909,0.009699,0.0019694,0.00069919,0.0069098,-0.001482,0.011054,,0.383130194,0.019368144
0.014346,0.71335,0.5,8.7909,0.022848,-0.026542,1.0532,0.71335,0.5,8.7909,0.010098,0.0021414,0.00077845,0.007333,-0.0012711,0.01126,,0.397396122,0.021563712
0.014997,0.7216,0.5,8.7909,0.022836,-0.027196,1.0531,0.7216,0.5,8.7909,0.010502,0.002366,0.00091645,0.0077428,-0.0010336,0.01175,,0.415429363,0.025386427
0.015791,0.72986,0.5,8.7909,0.022575,-0.02866,1.0529,0.72986,0.5,8.7909,0.010888,0.0026292,0.0010917,0.0082221,-0.00070745,0.012473,,0.437423823,0.030240997
0.016625,0.73811,0.5,8.7909,0.021891,-0.030871,1.052,0.73811,0.5,8.7909,0.011333,0.0029672,0.0013736,0.0087376,-0.00026344,0.01318,,0.460526316,0.038049861
0.017547,0.74637,0.5,8.7909,0.02071,-0.033172,1.0499,0.74637,0.5,8.7909,0.011939,0.0034274,0.0016781,0.0092377,0.00015694,0.013917,,0.486066482,0.046484765
0.018591,0.75463,0.5,8.7909,0.019261,-0.034384,1.0469,0.75463,0.5,8.7909,0.012657,0.0038375,0.0020003,0.0096744,0.00049173,0.014851,,0.51498615,0.055409972
0.019816,0.76288,0.5,8.7909,0.017978,-0.034552,1.0437,0.76288,0.5,8.7909,0.013402,0.0041819,0.0023545,0.01024,0.00090439,0.01599,,0.548919668,0.065221607
0.020999,0.77114,0.5,8.7909,0.017123,-0.034931,1.0401,0.77114,0.5,8.7909,0.014122,0.0046619,0.0026229,0.010971,0.0014223,0.016905,,0.581689751,0.07265651
0.021999,0.7794,0.5,8.7909,0.016697,-0.036008,1.0366,0.7794,0.5,8.7909,0.014765,0.0051953,0.0029439,0.011555,0.0019871,0.017679,,0.609390582,0.081548476
0.022841,0.78765,0.5,8.7909,0.016554,-0.037988,1.0339,0.78765,0.5,8.7909,0.015331,0.005709,0.0033275,0.012117,0.0024682,0.018233,,0.632714681,0.092174515
0.023506,0.79591,0.5,8.7909,0.01656,-0.040247,1.0303,0.79591,0.5,8.7909,0.015838,0.0062635,0.0037134,0.012897,0.0030641,0.018276,,0.651135734,0.102864266
0.024286,0.80416,0.5,8.7909,0.016675,-0.042416,1.0248,0.80416,0.5,8.7909,0.016312,0.0067681,0.0042608,0.013864,0.0038542,0.018397,,0.672742382,0.118027701
0.025321,0.81242,0.5,8.7909,0.016468,-0.04484,1.019,0.81242,0.5,8.7909,0.016877,0.0071767,0.0050127,0.014875,0.0045182,0.01889,,0.701412742,0.138855956
0.026618,0.82068,0.5,8.7909,0.015442,-0.046767,1.013,0.82068,0.5,8.7909,0.017691,0.007594,0.0057125,0.015847,0.0048299,0.019698,,0.73734072,0.158240997
0.028259,0.82893,0.5,8.7909,0.013846,-0.047776,1.0067,0.82893,0.5,8.7909,0.018719,0.0080983,0.0062922,0.016878,0.0048318,0.02092,,0.782797784,0.174299169
0.0032038,0.030909,0.5,8.805,0.0032399,0.018052,0.80848,0.030909,0.5,8.805,0.00025355,-8.64E-05,-0.00037159,0.0015986,2.30E-05,0.0045553,,0.088747922,-0.010293352
0.0045613,0.066184,0.5,8.805,0.0058505,0.014215,0.93709,0.066184,0.5,8.805,0.00065671,-0.00010615,-0.00068082,0.0020184,5.88E-05,0.0064475,,0.126351801,-0.01885928
0.0045305,0.10006,0.5,8.805,0.0071486,0.0066054,0.97973,0.10006,0.5,8.805,0.00089846,-3.85E-05,-0.00052727,0.0019837,-1.63E-05,0.0061788,,0.125498615,-0.014605817
0.0035155,0.13258,0.5,8.805,0.0094188,0.0015019,1.0016,0.13258,0.5,8.805,0.00097908,2.32E-05,-0.00029471,0.001742,-0.00022029,0.0043099,,0.097382271,-0.008163712
0.003614,0.16379,0.5,8.805,0.012696,-0.0057647,1.0162,0.16379,0.5,8.805,0.0010504,9.06E-05,-0.00033071,0.0014509,-0.00022167,0.0047268,,0.100110803,-0.009160942
0.0036013,0.19372,0.5,8.805,0.014515,-0.0099281,1.0347,0.19372,0.5,8.805,0.0012095,0.00013716,-0.00037559,0.0013127,-0.0002262,0.0046804,,0.099759003,-0.010404155
0.0031321,0.22242,0.5,8.805,0.012972,-0.012181,1.0559,0.22242,0.5,8.805,0.001415,0.00024891,-0.00036941,0.0014316,-0.00037164,0.0034176,,0.086761773,-0.010232964
0.0030791,0.24993,0.5,8.805,0.0092989,-0.014138,1.0651,0.24993,0.5,8.805,0.0015673,0.00042809,-0.00045726,0.0016433,-0.00059235,0.0029475,,0.085293629,-0.012666482
0.0030809,0.27629,0.5,8.805,0.006131,-0.014593,1.0715,0.27629,0.5,8.805,0.0016798,0.0004847,-0.0005218,0.0016775,-0.00074192,0.0028045,,0.08534349,-0.014454294
0.003259,0.30154,0.5,8.805,0.0039651,-0.016119,1.0719,0.30154,0.5,8.805,0.0018659,0.00048672,-0.00051963,0.0016223,-0.00085453,0.0030298,,0.090277008,-0.014394183
0.0034195,0.32572,0.5,8.805,0.0026732,-0.016591,1.0712,0.32572,0.5,8.805,0.0021761,0.00051191,-0.00042061,0.0016338,-0.00088724,0.0030291,,0.094722992,-0.011651247
0.003614,0.34887,0.5,8.805,0.0020133,-0.015269,1.0718,0.34887,0.5,8.805,0.0025141,0.00051059,-0.00023781,0.0017263,-0.00083243,0.0029877,,0.100110803,-0.006587535
0.0040105,0.37102,0.5,8.805,0.0014909,-0.013786,1.0717,0.37102,0.5,8.805,0.002793,0.00044781,-0.00016331,0.0019181,-0.00099632,0.0033098,,0.111094183,-0.004523823
0.0043543,0.39221,0.5,8.805,0.001301,-0.012724,1.07,0.39221,0.5,8.805,0.0029905,0.00037317,-0.0002326,0.0022175,-0.0012151,0.0035005,,0.120617729,-0.006443213
0.0046134,0.41248,0.5,8.805,0.0017343,-0.012446,1.0681,0.41248,0.5,8.805,0.0031063,0.00037841,-0.00035902,0.0024258,-0.0013537,0.0036946,,0.127795014,-0.009945152
0.0047622,0.43187,0.5,8.805,0.0026286,-0.012744,1.066,0.43187,0.5,8.805,0.0031746,0.00038201,-0.00033226,0.0025032,-0.0012577,0.0038466,,0.131916898,-0.009203878
0.0050294,0.4504,0.5,8.805,0.0038172,-0.012817,1.0636,0.4504,0.5,8.805,0.0032013,0.00032121,-0.00024193,0.0027206,-0.0011799,0.0041368,,0.13931856,-0.006701662
0.0053476,0.46812,0.5,8.805,0.0051923,-0.011653,1.0608,0.46812,0.5,8.805,0.0031809,0.00027284,-0.00020999,0.0029748,-0.001235,0.0045395,,0.148132964,-0.005816898
0.0054725,0.48504,0.5,8.805,0.0064507,-0.010574,1.0568,0.48504,0.5,8.805,0.0031653,0.00027614,-0.00011662,0.0030972,-0.0013135,0.0046826,,0.151592798,-0.003230471
0.0058062,0.50122,0.5,8.805,0.0072172,-0.010152,1.0545,0.50122,0.5,8.805,0.0032101,0.00027183,5.20E-05,0.0032363,-0.0014759,0.005166,,0.160836565,0.001440443
0.0063043,0.51667,0.5,8.805,0.0075394,-0.0099668,1.0525,0.51667,0.5,8.805,0.0033229,0.00027148,0.00012964,0.0035041,-0.001576,0.0057815,,0.174634349,0.003591136
0.0070136,0.53142,0.5,8.805,0.0077895,-0.0099195,1.0504,0.53142,0.5,8.805,0.0035173,0.00032599,0.00019329,0.0039403,-0.0017556,0.0065696,,0.194282548,0.005354294
0.0078336,0.54551,0.5,8.805,0.0079305,-0.0094102,1.0483,0.54551,0.5,8.805,0.0037912,0.00039741,0.00034032,0.0044167,-0.0020917,0.0074593,,0.21699723,0.009427147
0.0084086,0.55896,0.5,8.805,0.0079296,-0.0093777,1.0483,0.55896,0.5,8.805,0.0040991,0.00040079,0.00045346,0.0047344,-0.0023874,0.0079837,,0.232925208,0.012561219
0.0087598,0.5718,0.5,8.805,0.0083953,-0.010272,1.0503,0.5718,0.5,8.805,0.0043945,0.00033796,0.00048551,0.0049092,-0.002642,0.0082158,,0.24265374,0.01344903
0.0090181,0.58405,0.5,8.805,0.0096985,-0.011979,1.0524,0.58405,0.5,8.805,0.0046111,0.00033971,0.00053365,0.0049879,-0.0027528,0.0084373,,0.249808864,0.014782548
0.0091666,0.59575,0.5,8.805,0.011408,-0.014736,1.0544,0.59575,0.5,8.805,0.0047432,0.00050452,0.00051979,0.0050786,-0.0026543,0.0085113,,0.253922438,0.014398615
0.0093371,0.6069,0.5,8.805,0.01321,-0.017364,1.0561,0.6069,0.5,8.805,0.0048623,0.00067563,0.00031645,0.0052338,-0.0025914,0.0085781,,0.258645429,0.008765928
0.0096528,0.61755,0.5,8.805,0.015172,-0.019575,1.0569,0.61755,0.5,8.805,0.0050446,0.00076173,0.00013386,0.0054369,-0.0025528,0.0088241,,0.267390582,0.003708033
0.010086,0.6277,0.5,8.805,0.017106,-0.022463,1.0572,0.6277,0.5,8.805,0.0053661,0.000913,-1.61E-05,0.0057257,-0.0023576,0.0090798,,0.279390582,-0.000445983
0.010662,0.63738,0.5,8.805,0.018616,-0.024847,1.0579,0.63738,0.5,8.805,0.0057964,0.0010389,-0.00017339,0.0060453,-0.0021045,0.0094825,,0.29534626,-0.004803047
0.011248,0.64661,0.5,8.805,0.019522,-0.025661,1.0577,0.64661,0.5,8.805,0.0062703,0.0010804,-0.0002071,0.0062176,-0.0020255,0.010009,,0.311578947,-0.005736842
0.011752,0.65542,0.5,8.805,0.019965,-0.026245,1.0574,0.65542,0.5,8.805,0.0067989,0.0012309,-0.00020296,0.0062499,-0.0022083,0.010456,,0.325540166,-0.005622161
0.01213,0.66381,0.5,8.805,0.020226,-0.02679,1.0581,0.66381,0.5,8.805,0.0073573,0.0014144,-0.00015783,0.0063198,-0.0023265,0.010584,,0.33601108,-0.004372022
0.012339,0.67207,0.5,8.805,0.020459,-0.026591,1.0586,0.67207,0.5,8.805,0.0079106,0.0015028,-1.14E-05,0.0063564,-0.0022308,0.010412,,0.341800554,-0.000315789
0.012584,0.68032,0.5,8.805,0.020758,-0.026042,1.0579,0.68032,0.5,8.805,0.008453,0.0015741,0.00023513,0.0063414,-0.0021318,0.010373,,0.348587258,0.006513296
0.012977,0.68858,0.5,8.805,0.021225,-0.026019,1.0565,0.68858,0.5,8.805,0.008938,0.0017109,0.00048877,0.0063985,-0.0019941,0.010617,,0.359473684,0.013539335
0.013439,0.69683,0.5,8.805,0.021749,-0.026243,1.0546,0.69683,0.5,8.805,0.0093575,0.0018899,0.0006265,0.0066169,-0.0017099,0.010904,,0.372271468,0.017354571
0.013903,0.70509,0.5,8.805,0.022141,-0.026209,1.0531,0.70509,0.5,8.805,0.009759,0.0020098,0.00069188,0.0069598,-0.0014211,0.011088,,0.385124654,0.019165651
0.014404,0.71335,0.5,8.805,0.022349,-0.026378,1.0526,0.71335,0.5,8.805,0.010164,0.0021266,0.00076909,0.0072919,-0.0012089,0.011353,,0.39900277,0.021304432
0.015091,0.7216,0.5,8.805,0.022393,-0.027148,1.0523,0.7216,0.5,8.805,0.010567,0.0023625,0.00091677,0.0077202,-0.0009483,0.011895,,0.418033241,0.025395291
0.015904,0.72986,0.5,8.805,0.022139,-0.028695,1.0521,0.72986,0.5,8.805,0.010962,0.002677,0.0011236,0.008227,-0.00061257,0.012618,,0.440554017,0.031124654
0.016724,0.73811,0.5,8.805,0.021338,-0.030992,1.0513,0.73811,0.5,8.805,0.011438,0.0030649,0.0013941,0.0087126,-0.00014721,0.013298,,0.463268698,0.038617729
0.017613,0.74637,0.5,8.805,0.02003,-0.03321,1.0494,0.74637,0.5,8.805,0.01208,0.0035391,0.0016912,0.0091819,0.00030456,0.013964,,0.487894737,0.046847645
0.018622,0.75463,0.5,8.805,0.018575,-0.034208,1.0463,0.75463,0.5,8.805,0.012795,0.003913,0.0020623,0.0096142,0.00066907,0.014835,,0.515844875,0.057127424
0.019893,0.76288,0.5,8.805,0.017376,-0.03446,1.0431,0.76288,0.5,8.805,0.01349,0.0042345,0.0024443,0.010283,0.0010715,0.016014,,0.551052632,0.067709141
0.021128,0.77114,0.5,8.805,0.016636,-0.034981,1.0393,0.77114,0.5,8.805,0.014142,0.0047319,0.0027754,0.01107,0.0015347,0.017043,,0.585263158,0.076880886
0.022116,0.7794,0.5,8.805,0.016297,-0.035986,1.0355,0.7794,0.5,8.805,0.014749,0.005288,0.0031278,0.011657,0.0020159,0.017826,,0.612631579,0.086642659
0.022944,0.78765,0.5,8.805,0.016237,-0.037917,1.0328,0.78765,0.5,8.805,0.015323,0.005774,0.00348,0.01224,0.002438,0.018325,,0.635567867,0.096398892
0.023637,0.79591,0.5,8.805,0.016382,-0.040202,1.0289,0.79591,0.5,8.805,0.015831,0.0062135,0.0038981,0.012972,0.0030749,0.01847,,0.654764543,0.107980609
0.024399,0.80416,0.5,8.805,0.016528,-0.042355,1.0232,0.80416,0.5,8.805,0.016313,0.0066164,0.0044278,0.013895,0.0038691,0.018589,,0.675872576,0.12265374
0.025339,0.81242,0.5,8.805,0.016123,-0.044669,1.0177,0.81242,0.5,8.805,0.016945,0.0070247,0.0050329,0.014881,0.0043851,0.018852,,0.701911357,0.139415512
0.026646,0.82068,0.5,8.805,0.014862,-0.046505,1.0121,0.82068,0.5,8.805,0.017849,0.0075013,0.0056205,0.015851,0.0045691,0.019593,,0.738116343,0.155692521
0.028359,0.82893,0.5,8.805,0.01315,-0.047523,1.0058,0.82893,0.5,8.805,0.018885,0.0080433,0.0062054,0.016936,0.0045725,0.020897,,0.785567867,0.171894737
0.0032222,0.030909,0.5,8.8191,0.0032449,0.018074,0.8081,0.030909,0.5,8.8191,0.0002559,-8.83E-05,-0.00037217,0.0016042,2.46E-05,0.0045844,,0.089257618,-0.010309418
0.0045766,0.066184,0.5,8.8191,0.0058725,0.014226,0.93673,0.066184,0.5,8.8191,0.00066348,-0.00010728,-0.00068177,0.0020211,6.33E-05,0.0064685,,0.126775623,-0.018885596
0.0045394,0.10006,0.5,8.8191,0.0071912,0.0065912,0.9795,0.10006,0.5,8.8191,0.00090602,-3.71E-05,-0.00052694,0.0019833,-1.68E-05,0.0061894,,0.125745152,-0.014596676
0.0035202,0.13258,0.5,8.8191,0.0094439,0.0014824,1.0015,0.13258,0.5,8.8191,0.00098238,2.49E-05,-0.00029458,0.0017437,-0.00021912,0.0043144,,0.097512465,-0.008160111
0.0036115,0.16379,0.5,8.8191,0.012677,-0.0057978,1.0161,0.16379,0.5,8.8191,0.0010504,8.97E-05,-0.00033361,0.0014529,-0.00021257,0.0047198,,0.100041551,-0.009241274
0.0036064,0.19372,0.5,8.8191,0.014489,-0.0099667,1.0346,0.19372,0.5,8.8191,0.0012103,0.00013674,-0.00037907,0.0013156,-0.00022075,0.0046869,,0.099900277,-0.010500554
0.0031407,0.22242,0.5,8.8191,0.012976,-0.012211,1.0558,0.22242,0.5,8.8191,0.0014198,0.00025048,-0.00036939,0.0014329,-0.00037105,0.0034287,,0.087,-0.01023241
0.0030808,0.24993,0.5,8.8191,0.0093274,-0.014177,1.0651,0.24993,0.5,8.8191,0.001574,0.00042666,-0.00045037,0.0016401,-0.00058924,0.0029475,,0.08534072,-0.012475623
0.0030807,0.27629,0.5,8.8191,0.0061577,-0.014618,1.0714,0.27629,0.5,8.8191,0.0016848,0.00048123,-0.00051272,0.0016746,-0.00073394,0.0028019,,0.08533795,-0.01420277
0.0032598,0.30154,0.5,8.8191,0.003966,-0.016145,1.0717,0.30154,0.5,8.8191,0.0018716,0.00048556,-0.00051791,0.0016227,-0.00085002,0.0030253,,0.090299169,-0.014346537
0.003423,0.32572,0.5,8.8191,0.0026505,-0.016634,1.071,0.32572,0.5,8.8191,0.0021824,0.00050724,-0.00041826,0.0016354,-0.00088707,0.0030282,,0.094819945,-0.01158615
0.003618,0.34887,0.5,8.8191,0.0019875,-0.015277,1.0716,0.34887,0.5,8.8191,0.0025142,0.00050104,-0.00023041,0.0017284,-0.00083551,0.0029933,,0.100221607,-0.006382548
0.0040154,0.37102,0.5,8.8191,0.0014721,-0.013743,1.0715,0.37102,0.5,8.8191,0.0027883,0.00044193,-0.0001598,0.0019244,-0.001003,0.0033181,,0.111229917,-0.004426593
0.0043588,0.39221,0.5,8.8191,0.0012763,-0.012702,1.0699,0.39221,0.5,8.8191,0.0029889,0.00037233,-0.00023392,0.0022284,-0.0012151,0.0035003,,0.120742382,-0.006479778
0.0046183,0.41248,0.5,8.8191,0.0016907,-0.012448,1.0681,0.41248,0.5,8.8191,0.0031085,0.00038065,-0.00035728,0.0024351,-0.0013504,0.0036931,,0.127930748,-0.009896953
0.0047742,0.43187,0.5,8.8191,0.0025906,-0.012737,1.0659,0.43187,0.5,8.8191,0.0031768,0.00038753,-0.00032898,0.0025106,-0.0012609,0.003861,,0.132249307,-0.009113019
0.0050495,0.4504,0.5,8.8191,0.0037988,-0.012829,1.0636,0.4504,0.5,8.8191,0.0032016,0.00033023,-0.00024544,0.0027295,-0.0011855,0.004168,,0.139875346,-0.006798892
0.0053634,0.46812,0.5,8.8191,0.0051636,-0.011708,1.0608,0.46812,0.5,8.8191,0.0031823,0.00028102,-0.00021528,0.0029837,-0.001242,0.0045607,,0.148570637,-0.005963435
0.0054872,0.48504,0.5,8.8191,0.0063824,-0.010622,1.0567,0.48504,0.5,8.8191,0.00317,0.00028166,-0.0001113,0.0031063,-0.001321,0.0046981,,0.152,-0.003083102
0.005828,0.50122,0.5,8.8191,0.0071115,-0.010164,1.0544,0.50122,0.5,8.8191,0.0032187,0.00027575,5.67E-05,0.0032476,-0.0014817,0.0051898,,0.161440443,0.001570637
0.0063281,0.51667,0.5,8.8191,0.0074231,-0.010014,1.0525,0.51667,0.5,8.8191,0.0033374,0.00028025,0.0001209,0.0035154,-0.0015845,0.0058035,,0.175293629,0.00334903
0.0070404,0.53142,0.5,8.8191,0.0076868,-0.010027,1.0503,0.53142,0.5,8.8191,0.0035333,0.00034786,0.00017914,0.0039562,-0.0017638,0.0065913,,0.195024931,0.004962327
0.0078424,0.54551,0.5,8.8191,0.0078225,-0.0095242,1.0482,0.54551,0.5,8.8191,0.0038047,0.00042353,0.00032672,0.0044265,-0.0020842,0.0074537,,0.217240997,0.009050416
0.0084004,0.55896,0.5,8.8191,0.0077799,-0.0094529,1.0482,0.55896,0.5,8.8191,0.0041151,0.00041835,0.00043912,0.0047206,-0.0023687,0.0079651,,0.232698061,0.012163989
0.0087564,0.5718,0.5,8.8191,0.0082178,-0.010358,1.0501,0.5718,0.5,8.8191,0.0044121,0.0003641,0.00047452,0.0049014,-0.0026187,0.0081991,,0.242559557,0.013144598
0.0090242,0.58405,0.5,8.8191,0.0095077,-0.012129,1.0521,0.58405,0.5,8.8191,0.0046259,0.00039522,0.00053026,0.005013,-0.0027195,0.0084096,,0.249977839,0.014688643
0.0091839,0.59575,0.5,8.8191,0.011199,-0.014859,1.0542,0.59575,0.5,8.8191,0.0047615,0.00056245,0.00050299,0.0051093,-0.0026265,0.008497,,0.254401662,0.013933241
0.0093637,0.6069,0.5,8.8191,0.012998,-0.017328,1.0561,0.6069,0.5,8.8191,0.0048882,0.00070704,0.00028922,0.0052543,-0.0025831,0.0085849,,0.259382271,0.008011634
0.0097026,0.61755,0.5,8.8191,0.014945,-0.019482,1.0569,0.61755,0.5,8.8191,0.0050829,0.00079164,0.00011817,0.0054725,-0.0025478,0.0088497,,0.268770083,0.003273407
0.010162,0.6277,0.5,8.8191,0.016842,-0.0224,1.0571,0.6277,0.5,8.8191,0.005419,0.00095252,-3.29E-05,0.005769,-0.0023465,0.0091363,,0.281495845,-0.000911357
0.010731,0.63738,0.5,8.8191,0.018315,-0.024705,1.0579,0.63738,0.5,8.8191,0.005861,0.001067,-0.00017937,0.0060511,-0.0020893,0.00955,,0.297257618,-0.004968698
0.011308,0.64661,0.5,8.8191,0.019194,-0.025528,1.0576,0.64661,0.5,8.8191,0.0063535,0.0011245,-0.00021434,0.0062022,-0.0020305,0.010061,,0.313240997,-0.005937396
0.01183,0.65542,0.5,8.8191,0.019635,-0.026217,1.0572,0.65542,0.5,8.8191,0.0068898,0.0012976,-0.00021121,0.0062789,-0.002231,0.010491,,0.327700831,-0.005850693
0.012208,0.66381,0.5,8.8191,0.019881,-0.026758,1.0577,0.66381,0.5,8.8191,0.0074418,0.0014628,-0.00012291,0.0063735,-0.0023134,0.010601,,0.338171745,-0.003404709
0.012431,0.67207,0.5,8.8191,0.020062,-0.026499,1.058,0.67207,0.5,8.8191,0.0079987,0.0015355,5.33E-05,0.0063874,-0.0021988,0.010475,,0.34434903,0.001476454
0.012693,0.68032,0.5,8.8191,0.020325,-0.025964,1.0572,0.68032,0.5,8.8191,0.0085374,0.001622,0.00029951,0.0063652,-0.0020974,0.010483,,0.351606648,0.008296676
0.013071,0.68858,0.5,8.8191,0.020768,-0.026006,1.0558,0.68858,0.5,8.8191,0.0090033,0.001792,0.0005223,0.0064531,-0.0019283,0.010685,,0.362077562,0.014468144
0.013515,0.69683,0.5,8.8191,0.021247,-0.026132,1.0541,0.69683,0.5,8.8191,0.0094182,0.0019474,0.00064012,0.006674,-0.0016364,0.010938,,0.374376731,0.017731856
0.01396,0.70509,0.5,8.8191,0.021602,-0.02594,1.0527,0.70509,0.5,8.8191,0.009836,0.0020109,0.0007235,0.0069421,-0.0013455,0.011142,,0.386703601,0.020041551
0.014487,0.71335,0.5,8.8191,0.02182,-0.026201,1.0519,0.71335,0.5,8.8191,0.010257,0.0021305,0.00079399,0.0072318,-0.0011151,0.011485,,0.401301939,0.021994183
0.015211,0.7216,0.5,8.8191,0.021898,-0.027157,1.0515,0.7216,0.5,8.8191,0.010679,0.0024143,0.00091879,0.0076936,-0.000859,0.012049,,0.421357341,0.025451247
0.01602,0.72986,0.5,8.8191,0.021623,-0.028781,1.0513,0.72986,0.5,8.8191,0.01111,0.0027946,0.0011409,0.0082131,-0.00051534,0.012717,,0.443767313,0.031603878
0.01682,0.73811,0.5,8.8191,0.020732,-0.031091,1.0508,0.73811,0.5,8.8191,0.011611,0.0032197,0.0014114,0.0086796,-2.10E-05,0.013349,,0.465927978,0.039096953
0.017667,0.74637,0.5,8.8191,0.019368,-0.033159,1.0488,0.74637,0.5,8.8191,0.012233,0.0036499,0.001728,0.0091285,0.00044551,0.013972,,0.489390582,0.047867036
0.01867,0.75463,0.5,8.8191,0.017953,-0.034011,1.0457,0.75463,0.5,8.8191,0.012902,0.0039615,0.0021438,0.0096051,0.00082963,0.014832,,0.517174515,0.059385042
0.019976,0.76288,0.5,8.8191,0.01686,-0.034398,1.0424,0.76288,0.5,8.8191,0.013542,0.0042825,0.0025597,0.010366,0.0012219,0.016044,,0.553351801,0.070905817
0.021216,0.77114,0.5,8.8191,0.016251,-0.034998,1.0383,0.77114,0.5,8.8191,0.014137,0.004795,0.0029465,0.011127,0.0016219,0.017167,,0.587700831,0.081620499
0.022198,0.7794,0.5,8.8191,0.016022,-0.035884,1.0344,0.7794,0.5,8.8191,0.014712,0.0053366,0.003287,0.011698,0.0020237,0.017986,,0.614903047,0.091052632
0.023055,0.78765,0.5,8.8191,0.016089,-0.037742,1.0315,0.78765,0.5,8.8191,0.015257,0.0057576,0.0036179,0.012315,0.0024251,0.018539,,0.638642659,0.100218837
0.023764,0.79591,0.5,8.8191,0.016341,-0.040087,1.0274,0.79591,0.5,8.8191,0.015761,0.0061053,0.004047,0.013019,0.003092,0.018747,,0.658282548,0.112105263
0.024483,0.80416,0.5,8.8191,0.016395,-0.042296,1.0218,0.80416,0.5,8.8191,0.016317,0.0064862,0.0044987,0.013923,0.0038552,0.018727,,0.678199446,0.124617729
0.025403,0.81242,0.5,8.8191,0.015754,-0.044475,1.0165,0.81242,0.5,8.8191,0.017051,0.0069282,0.0049872,0.014881,0.0042496,0.018875,,0.703684211,0.138149584
0.02675,0.82068,0.5,8.8191,0.014359,-0.046177,1.0113,0.82068,0.5,8.8191,0.017986,0.0074365,0.0055268,0.015892,0.0043275,0.019623,,0.74099723,0.153096953
0.028464,0.82893,0.5,8.8191,0.012641,-0.04725,1.0051,0.82893,0.5,8.8191,0.01895,0.0080118,0.0061348,0.017086,0.0043343,0.020893,,0.788476454,0.169939058
0.0032406,0.030909,0.5,8.8332,0.0032478,0.018101,0.80773,0.030909,0.5,8.8332,0.00025848,-9.06E-05,-0.00037232,0.0016107,2.50E-05,0.0046121,,0.089767313,-0.010313573
0.0045909,0.066184,0.5,8.8332,0.0058893,0.014245,0.93636,0.066184,0.5,8.8332,0.00066964,-0.00010946,-0.00068197,0.0020233,6.66E-05,0.0064889,,0.127171745,-0.018891136
0.0045459,0.10006,0.5,8.8332,0.0072285,0.0065729,0.97926,0.10006,0.5,8.8332,0.00091115,-3.68E-05,-0.00052672,0.0019805,-1.80E-05,0.0062001,,0.125925208,-0.014590582
0.0035237,0.13258,0.5,8.8332,0.0094667,0.0014575,1.0014,0.13258,0.5,8.8332,0.00098308,2.74E-05,-0.00029459,0.0017447,-0.00021949,0.0043197,,0.097609418,-0.008160388
0.0036084,0.16379,0.5,8.8332,0.012656,-0.005824,1.016,0.16379,0.5,8.8332,0.0010485,8.86E-05,-0.00033525,0.0014552,-0.00020607,0.0047131,,0.099955679,-0.009286704
0.0036083,0.19372,0.5,8.8332,0.014455,-0.0099955,1.0344,0.19372,0.5,8.8332,0.0012087,0.00013426,-0.0003799,0.0013157,-0.00021708,0.0046922,,0.099952909,-0.010523546
0.0031464,0.22242,0.5,8.8332,0.012968,-0.012228,1.0557,0.22242,0.5,8.8332,0.0014221,0.00025103,-0.00036711,0.0014311,-0.00037125,0.0034397,,0.087157895,-0.010169252
0.0030815,0.24993,0.5,8.8332,0.0093437,-0.014207,1.065,0.24993,0.5,8.8332,0.0015797,0.00042636,-0.00044237,0.0016351,-0.00058719,0.0029482,,0.085360111,-0.012254017
